x y displacement_x displacement_y
845 695 -5.21256 -3.36042
845 705 -4.95239 -3.21705
845 715 -4.63526 -3.00893
845 725 -4.19503 -2.70049
845 735 -3.60998 -2.48373
845 745 -3.05927 -2.2144
845 755 -2.62161 -1.89284
845 765 -2.00331 -1.50194
845 775 -1.4083 -1.14229
845 785 -0.880109 -1.0875
845 795 -0.438163 -0.95892
845 805 -0.146011 -0.849824
845 815 0.180968 -0.880331
845 825 0.580921 -0.623453
845 835 0.611318 -0.684656
845 845 0.724732 -0.725163
845 855 0.794963 -0.697138
845 865 0.861146 -0.704621
845 875 0.901894 -0.556332
845 885 1.11027 -0.384882
845 895 1.22068 -0.507373
845 905 1.16708 -0.431778
845 915 1.24788 -0.162179
845 925 1.46152 -0.281225
845 935 1.67163 -0.139293
845 945 1.66675 0.135053
845 955 1.74004 -0.0162308
845 965 1.88616 -0.322914
845 975 1.80887 -0.274978
845 985 1.65294 -0.00932676
845 995 1.98263 0.141054
845 1005 2.16949 0.424785
845 1015 2.29779 0.88504
845 1025 2.54993 1.05464
845 1035 2.70986 0.930737
845 1045 2.70387 0.894392
845 1055 2.8254 0.900014
845 1065 3.01263 0.982874
845 1075 3.33283 1.08458
845 1085 3.51642 0.824099
845 1095 3.41098 0.783267
845 1105 4.01796 1.13292
845 1115 4.42276 1.15883
845 1125 4.08721 1.33578
845 1135 3.78119 1.58284
845 1145 3.71948 1.68882
845 1155 3.96039 1.79512
845 1165 4.54504 1.93355
845 1175 5.0002 2.0443
845 1185 3.90358 1.80229
845 1195 3.44438 1.88495
845 1205 3.46523 2.00488
845 1215 3.39926 2.12309
845 1225 3.26175 2.29892
845 1235 3.31686 2.44809
845 1245 3.51356 2.48954
845 1255 3.19438 2.46594
845 1265 2.78569 2.31266
845 1275 2.79107 2.22883
845 1285 2.7673 2.2756
845 1295 2.65147 2.40818
845 1305 2.47192 2.42102
845 1315 2.11125 2.30494
845 1325 1.91475 2.39335
845 1335 1.89694 2.48953
845 1345 1.81768 2.47201
845 1355 1.67271 2.53571
845 1365 1.62021 3.05759
855 555 -9.09124 -6.31173
855 565 -9.05589 -6.10623
855 575 -8.6025 -5.81851
855 585 -8.5511 -5.65927
855 595 -8.72079 -5.56585
855 605 -8.47623 -5.21207
855 615 -8.30797 -4.88505
855 625 -8.20547 -4.90909
855 635 -7.76923 -4.75154
855 645 -7.37142 -4.33528
855 655 -7.06522 -4.20211
855 665 -6.77241 -4.13204
855 675 -6.454 -3.84931
855 685 -6.03831 -3.59345
855 695 -5.45192 -3.44192
855 705 -5.03521 -3.26196
855 715 -4.88663 -3.06959
855 725 -4.55582 -2.76631
855 735 -3.93345 -2.55736
855 745 -3.31725 -2.32163
855 755 -2.8761 -2.04426
855 765 -2.36458 -1.76107
855 775 -1.63467 -1.39937
855 785 -0.984923 -1.05459
855 795 -0.64507 -0.829226
855 805 -0.509106 -0.859768
855 815 -0.108942 -1.05022
855 825 0.251525 -0.87684
855 835 0.471892 -0.756764
855 845 0.542302 -0.859989
855 855 0.74999 -0.884865
855 865 0.870155 -0.836516
855 875 1.00455 -0.625822
855 885 1.19726 -0.489051
855 895 1.24744 -0.544413
855 905 1.22254 -0.359932
855 915 1.37698 -0.142833
855 925 1.62953 -0.320612
855 935 1.76669 -0.231598
855 945 1.72864 0.148471
855 955 1.69272 -0.0443966
855 965 1.84319 -0.394915
855 975 1.58121 -0.141428
855 985 1.73714 0.146893
855 995 2.14433 0.129484
855 1005 2.27072 0.161681
855 1015 2.156 0.351799
855 1025 2.20437 0.568319
855 1035 2.62915 0.74718
855 1045 2.78292 0.849042
855 1055 2.9094 0.893019
855 1065 3.28304 1.17322
855 1075 4.18171 1.58992
855 1085 4.66659 1.3818
855 1095 4.17501 1.06702
855 1105 4.19785 1.40504
855 1115 4.27125 1.27192
855 1125 4.12148 1.34503
855 1135 3.86167 1.60763
855 1145 3.75981 1.72351
855 1155 3.56699 1.6941
855 1165 4.27808 1.88619
855 1175 4.96588 2.11487
855 1185 3.93556 1.91848
855 1195 3.49311 1.95098
855 1205 3.49434 2.12385
855 1215 3.37868 2.23199
855 1225 3.25413 2.3383
855 1235 3.19747 2.40858
855 1245 3.39739 2.3674
855 1255 3.20938 2.2202
855 1265 2.78735 2.27582
855 1275 2.90003 2.48231
855 1285 2.85787 2.53076
855 1295 2.62262 2.61923
855 1305 2.37787 2.57597
855 1315 2.1731 2.48399
855 1325 2.0177 2.5809
855 1335 1.94217 2.65037
855 1345 1.89092 2.57269
855 1355 1.87289 2.67751
855 1365 2.14527 3.19377
865 555 -9.22198 -6.35027
865 565 -9.17604 -6.00094
865 575 -8.85223 -5.76237
865 585 -8.80811 -5.71592
865 595 -8.76654 -5.40482
865 605 -8.45305 -4.9798
865 615 -8.443 -4.80885
865 625 -8.38635 -4.91239
865 635 -7.94659 -5.0947
865 645 -7.31494 -4.57809
865 655 -7.05575 -4.36871
865 665 -6.79782 -4.33049
865 675 -6.65514 -3.94086
865 685 -6.45966 -3.66905
865 695 -5.85991 -3.59717
865 705 -5.19496 -3.42338
865 715 -4.94342 -3.10186
865 725 -4.54326 -2.66137
865 735 -4.01831 -2.35203
865 745 -3.42949 -2.25193
865 755 -2.89954 -2.22414
865 765 -2.54552 -2.02159
865 775 -2.09695 -1.78153
865 785 -1.4423 -1.28747
865 795 -0.858009 -1.27898
865 805 -0.692649 -1.24354
865 815 -0.21955 -1.26159
865 825 0.200408 -0.961348
865 835 0.536466 -0.791207
865 845 0.788827 -0.866425
865 855 0.910852 -0.765136
865 865 1.00932 -0.655615
865 875 1.18677 -0.554366
865 885 1.19203 -0.634603
865 895 1.32195 -0.581024
865 905 1.472 -0.331037
865 915 1.50727 -0.18575
865 925 1.51433 -0.299827
865 935 1.61491 -0.263931
865 945 1.68338 3.27826e-06
865 955 1.68372 -0.137782
865 965 1.70767 -0.24106
865 975 1.58991 0.138108
865 985 2.0912 0.477967
865 995 2.27034 0.148822
865 1005 2.32625 0.0509936
865 1015 2.334 0.231731
865 1025 2.1467 0.29096
865 1035 2.4916 0.581385
865 1045 2.80195 0.977823
865 1055 3.13946 0.865986
865 1065 3.58076 1.06588
865 1075 4.48186 1.63693
865 1085 4.85988 1.89115
865 1095 4.52161 1.4458
865 1105 4.00719 1.38331
865 1115 3.94174 1.46907
865 1125 3.82791 1.54112
865 1135 3.80159 1.76172
865 1145 3.79648 1.81609
865 1155 3.62943 1.82932
865 1165 3.7619 1.92333
865 1175 3.98359 2.01455
865 1185 3.62818 2.03616
865 1195 3.50305 2.0891
865 1205 3.45025 2.25732
865 1215 3.35797 2.38957
865 1225 3.20636 2.46629
865 1235 2.91823 2.64842
865 1245 3.19839 2.5555
865 1255 3.11044 2.38242
865 1265 2.88765 2.46133
865 1275 2.80491 2.5152
865 1285 2.78594 2.55349
865 1295 2.45537 2.73643
865 1305 2.27976 2.84358
865 1315 2.24581 2.75069
865 1325 2.11347 2.78396
865 1335 1.94045 2.75031
865 1345 1.83778 2.65495
865 1355 1.8111 2.82699
865 1365 1.98254 3.18357
875 555 -9.53203 -6.44031
875 565 -9.42453 -6.08241
875 575 -9.33457 -5.79692
875 585 -9.28787 -5.63646
875 595 -8.88196 -5.23345
875 605 -8.54841 -4.83654
